Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód MOP;Název MOP;Kód části obce;Název části obce;Kód ulice;Název ulice;Typ SO;Číslo domovní;Číslo orientační;Znak čísla orientačního;PSČ;Souřadnice Y;Souřadnice X;Platí Od
40405958;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;613;;;50723;682292.11;1019158.07;2015-01-06T00:00:00
40410293;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;616;;;50723;682073.93;1018868.58;2015-01-07T00:00:00
41304527;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;615;;;50723;682111.16;1018714.50;2013-12-01T00:00:00
41818091;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;560;;;50723;682121.96;1018431.69;2013-12-01T00:00:00
70528381;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;122;;;50723;682057.22;1018794.48;2015-01-07T00:00:00
73787990;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;617;;;50723;681804.79;1018765.24;2015-09-21T00:00:00
73874663;573108;Libáň;;;;;136450;Psinice;;;č.ev.;3;;;50723;683334.03;1021721.82;2015-07-16T00:00:00
74780514;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;618;;;50723;682591.62;1018444.14;2016-03-22T00:00:00
74868926;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;619;;;50723;682197.75;1018639.71;2016-04-11T00:00:00
75429772;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;622;;;50723;682380.35;1019205.97;2016-10-17T00:00:00
75669978;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;628;;;50723;682952.35;1018212.75;2016-12-21T00:00:00
75866633;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;620;;;50723;682511.50;1019173.47;2017-02-23T00:00:00
76591905;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;635;;;50723;683163.29;1018239.47;2017-06-27T00:00:00
77540310;573108;Libáň;;;;;136450;Psinice;;;č.p.;98;;;50723;682805.14;1020820.68;2017-08-01T00:00:00
77814096;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;636;;;50723;682488.08;1018734.95;2017-11-22T00:00:00
