Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód MOP;Název MOP;Kód části obce;Název části obce;Kód ulice;Název ulice;Typ SO;Číslo domovní;Číslo orientační;Znak čísla orientačního;PSČ;Souřadnice Y;Souřadnice X;Platí Od
17446554;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;198;;;50723;682524.69;1018643.05;2013-12-01T00:00:00
17446562;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;199;;;50723;682482.29;1018479.47;2013-12-01T00:00:00
17446571;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;200;;;50723;682549.45;1018583.24;2013-12-01T00:00:00
17446589;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;201;;;50723;682555.97;1018551.29;2013-12-01T00:00:00
17446597;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;202;;;50723;682565.38;1018537.39;2013-12-01T00:00:00
17446601;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;204;;;50723;682040.73;1018532.52;2013-12-01T00:00:00
17446619;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;205;;;50723;682483.26;1018488.18;2013-12-01T00:00:00
17446627;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;206;;;50723;682501.36;1018648.79;2013-12-01T00:00:00
17446635;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;207;;;50723;682066.00;1018989.72;2015-01-07T00:00:00
17446643;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;208;;;50723;682516.93;1018851.16;2013-12-01T00:00:00
17446660;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;211;;;50723;682184.02;1018572.00;2013-12-01T00:00:00
17446678;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;212;;;50723;682189.76;1018585.34;2013-12-01T00:00:00
17446686;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;213;;;50723;682421.91;1018558.76;2015-01-08T00:00:00
17446694;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;216;;;50723;682361.73;1018894.35;2013-12-01T00:00:00
17446708;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;217;;;50723;682180.12;1018712.56;2013-12-01T00:00:00
17446724;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;219;;;50723;682445.39;1018936.31;2013-12-01T00:00:00
17446732;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;220;;;50723;682284.24;1019029.78;2013-12-01T00:00:00
17446741;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;222;;;50723;682540.94;1018525.45;2013-12-01T00:00:00
17446759;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;223;;;50723;682545.86;1018512.92;2013-12-01T00:00:00
17446767;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;224;;;50723;682549.63;1018502.28;2013-12-01T00:00:00
17446775;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;225;;;50723;682550.70;1018491.31;2013-12-01T00:00:00
17446783;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;226;;;50723;682555.29;1018479.60;2014-02-03T00:00:00
17446791;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;227;;;50723;682689.48;1018394.08;2013-12-01T00:00:00
17446805;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;229;;;50723;682547.35;1018437.73;2013-12-01T00:00:00
17446813;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;230;;;50723;682543.48;1018427.43;2013-12-01T00:00:00
17446821;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;231;;;50723;682534.74;1018409.21;2013-12-01T00:00:00
17446830;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;232;;;50723;682529.28;1018399.91;2013-12-01T00:00:00
17446848;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;233;;;50723;682522.49;1018379.59;2013-12-01T00:00:00
17446864;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;235;;;50723;682205.23;1019256.72;2013-12-01T00:00:00
17446872;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;236;;;50723;682480.42;1018421.43;2013-12-01T00:00:00
17446881;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;237;;;50723;682482.51;1018434.30;2013-12-01T00:00:00
17446899;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;238;;;50723;682480.70;1018447.07;2013-12-01T00:00:00
17446902;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;239;;;50723;682588.11;1018476.74;2013-12-01T00:00:00
17446911;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;240;;;50723;682713.17;1018340.14;2013-12-01T00:00:00
17446929;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;241;;;50723;682138.51;1018865.24;2013-12-01T00:00:00
17446937;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;242;;;50723;682151.01;1018844.59;2013-12-01T00:00:00
17446945;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;243;;;50723;682169.64;1018685.88;2013-12-01T00:00:00
17446953;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;244;;;50723;682258.19;1018564.13;2015-01-08T00:00:00
17446961;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;246;;;50723;682153.61;1018943.91;2015-01-07T00:00:00
17446970;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;247;;;50723;682209.02;1019196.95;2013-12-01T00:00:00
17446988;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;248;;;50723;682257.71;1018692.50;2013-12-01T00:00:00
17446996;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;249;;;50723;682267.63;1018691.82;2013-12-01T00:00:00
17447003;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;250;;;50723;682457.86;1018973.90;2013-12-01T00:00:00
17447011;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;251;;;50723;682573.62;1018442.59;2013-12-01T00:00:00
17447038;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;253;;;50723;681730.37;1018767.74;2015-01-07T00:00:00
17447046;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;254;;;50723;682149.06;1018835.31;2013-12-01T00:00:00
17447054;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;255;;;50723;682163.88;1018916.68;2013-12-01T00:00:00
17447062;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;256;;;50723;682172.89;1018933.15;2013-12-01T00:00:00
17447071;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;257;;;50723;682551.86;1018562.56;2013-12-01T00:00:00
17447089;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;258;;;50723;682234.01;1018696.41;2013-12-01T00:00:00
17447097;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;259;;;50723;682566.67;1018724.09;2013-12-01T00:00:00
17447101;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;260;;;50723;682323.89;1018852.98;2015-01-07T00:00:00
17447119;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;261;;;50723;682484.84;1018675.03;2013-12-01T00:00:00
17447127;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;262;;;50723;682492.45;1018707.46;2013-12-01T00:00:00
17447135;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;263;;;50723;682197.97;1018678.98;2013-12-01T00:00:00
17447143;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;264;;;50723;682489.00;1018523.82;2013-12-01T00:00:00
17447151;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;265;;;50723;682167.45;1018924.85;2013-12-01T00:00:00
17447160;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;266;;;50723;682100.49;1018893.79;2015-01-07T00:00:00
17447178;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;267;;;50723;682456.93;1018461.48;2013-12-01T00:00:00
17447186;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;268;;;50723;682282.71;1018978.75;2013-12-01T00:00:00
17447194;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;269;;;50723;682318.09;1018937.45;2013-12-01T00:00:00
17447208;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;270;;;50723;681654.28;1018770.99;2015-01-07T00:00:00
17447216;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;271;;;50723;681775.89;1018702.80;2015-01-07T00:00:00
17447224;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;272;;;50723;682150.02;1018887.60;2013-12-01T00:00:00
17447232;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;273;;;50723;682333.97;1018920.83;2013-12-01T00:00:00
17447241;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;274;;;50723;682310.29;1018944.82;2013-12-01T00:00:00
17447259;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;275;;;50723;682171.92;1018714.39;2013-12-01T00:00:00
17447267;573108;Libáň;;;;;81671;Libáň;166073;Na Horách;č.p.;276;;;50723;680990.04;1018286.57;2013-12-01T00:00:00
17447283;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;278;;;50723;682323.77;1018931.87;2013-12-01T00:00:00
17447291;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;279;;;50723;682353.04;1018871.10;2013-12-01T00:00:00
17447305;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;280;;;50723;682489.09;1018594.96;2013-12-01T00:00:00
17447313;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;281;;;50723;682488.60;1018623.52;2013-12-01T00:00:00
17447321;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;282;;;50723;682463.08;1018993.36;2013-12-01T00:00:00
17447330;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;283;;;50723;681572.86;1018834.49;2015-01-07T00:00:00
17447348;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;284;;;50723;682113.91;1018836.20;2013-12-01T00:00:00
17447356;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;285;;;50723;682459.16;1018909.25;2013-12-01T00:00:00
17447364;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;286;;;50723;682508.10;1018641.92;2013-12-01T00:00:00
17447372;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;287;;;50723;682561.24;1018415.75;2013-12-01T00:00:00
17447381;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;288;;;50723;682388.44;1018848.70;2013-12-01T00:00:00
17447399;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;289;;;50723;682374.64;1018863.29;2013-12-01T00:00:00
17447402;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;290;;;50723;682044.73;1018679.76;2015-01-07T00:00:00
17447411;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;291;;;50723;682350.27;1018818.17;2015-01-07T00:00:00
17447429;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;292;;;50723;682295.67;1018963.03;2013-12-01T00:00:00
17447437;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;293;;;50723;682434.13;1018632.86;2016-03-24T00:00:00
17447445;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;294;;;50723;681715.48;1018707.57;2015-01-07T00:00:00
17447453;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;295;;;50723;682408.46;1018538.31;2015-01-08T00:00:00
17447461;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;296;;;50723;682240.66;1019003.80;2013-12-01T00:00:00
17447470;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;297;;;50723;682468.83;1018625.01;2013-12-01T00:00:00
17447488;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;298;;;50723;682167.48;1018876.16;2013-12-01T00:00:00
17447496;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;299;;;50723;682182.77;1018904.34;2013-12-01T00:00:00
17447500;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;300;;;50723;682473.38;1019036.26;2013-12-01T00:00:00
17447518;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.ev.;5;;;50723;682569.70;1018433.43;2013-12-01T00:00:00
17447526;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;302;;;50723;682287.78;1018969.27;2013-12-01T00:00:00
17447534;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;303;;;50723;682099.82;1018525.91;2013-12-01T00:00:00
17447542;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;304;;;50723;682384.04;1019033.14;2015-01-06T00:00:00
17447551;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;305;;;50723;682562.59;1018425.24;2013-12-01T00:00:00
17447569;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;306;;;50723;682548.66;1018390.00;2013-12-01T00:00:00
17447577;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;308;;;50723;682312.97;1018909.88;2015-01-08T00:00:00
17447585;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;309;;;50723;682492.19;1019010.69;2013-12-01T00:00:00
17447593;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;310;;;50723;682597.21;1018438.51;2013-12-01T00:00:00
17447607;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;311;;;50723;682234.38;1019086.16;2013-12-01T00:00:00
17447615;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;312;;;50723;682487.78;1018996.13;2013-12-01T00:00:00
17447623;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;313;;;50723;682571.13;1018523.56;2013-12-01T00:00:00
17447631;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;314;;;50723;682495.65;1019028.79;2013-12-01T00:00:00
17447640;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;315;;;50723;682502.27;1019041.25;2013-12-01T00:00:00
17447658;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;316;;;50723;682513.54;1018232.10;2013-12-01T00:00:00
17447666;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;317;;;50723;682516.93;1018248.93;2013-12-01T00:00:00
17447674;573108;Libáň;;;;;81671;Libáň;166065;Míru;č.p.;318;;;50723;682493.85;1018186.57;2013-12-01T00:00:00
17447682;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;319;;;50723;682081.00;1018519.92;2013-12-01T00:00:00
17447691;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;320;;;50723;682598.77;1018466.79;2013-12-01T00:00:00
17447704;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;321;;;50723;682067.67;1018515.44;2013-12-01T00:00:00
17447712;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;322;;;50723;682205.34;1019211.10;2013-12-01T00:00:00
17447721;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;324;;;50723;682303.25;1018884.63;2013-12-01T00:00:00
17447739;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;325;;;50723;682057.30;1018511.51;2013-12-01T00:00:00
17447747;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;326;;;50723;682209.00;1019222.88;2013-12-01T00:00:00
17447755;573108;Libáň;;;;;81671;Libáň;166073;Na Horách;č.p.;327;;;50723;680909.54;1018253.36;2013-12-01T00:00:00
17447771;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;329;;;50723;682504.96;1019052.60;2013-12-01T00:00:00
17447780;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;330;;;50723;682043.41;1018506.14;2013-12-01T00:00:00
17447798;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;331;;;50723;682612.20;1018422.87;2013-12-01T00:00:00
17447801;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;332;;;50723;682462.04;1018986.14;2013-12-01T00:00:00
17447810;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;333;;;50723;682450.14;1018954.95;2013-12-01T00:00:00
17447828;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;334;;;50723;682621.92;1018416.00;2013-12-01T00:00:00
17447836;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;335;;;50723;682055.80;1018554.36;2013-12-01T00:00:00
17447844;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;336;;;50723;682050.90;1018565.98;2013-12-01T00:00:00
17447852;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;337;;;50723;682200.29;1019092.85;2013-12-01T00:00:00
17447861;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;338;;;50723;682118.39;1018521.44;2013-12-01T00:00:00
17447879;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;339;;;50723;682632.58;1018408.19;2013-12-01T00:00:00
17447887;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;340;;;50723;682509.70;1019066.36;2013-12-01T00:00:00
17447895;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;341;;;50723;681820.39;1018684.68;2015-01-07T00:00:00
17447909;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;342;;;50723;681836.00;1018661.02;2015-01-07T00:00:00
17447917;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;343;;;50723;682100.69;1018594.67;2013-12-01T00:00:00
17447925;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;344;;;50723;682276.49;1018951.18;2013-12-01T00:00:00
17447933;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;345;;;50723;682480.00;1019048.73;2013-12-01T00:00:00
17447941;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;346;;;50723;682486.89;1019075.77;2013-12-01T00:00:00
17447950;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;347;;;50723;682625.39;1018444.97;2013-12-01T00:00:00
17447968;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;348;;;50723;682637.42;1018435.52;2013-12-01T00:00:00
17447976;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;349;;;50723;682611.32;1018456.99;2013-12-01T00:00:00
17447984;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;350;;;50723;682619.45;1018451.23;2013-12-01T00:00:00
17447992;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;351;;;50723;682493.00;1019092.74;2013-12-01T00:00:00
17448000;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;352;;;50723;682651.95;1018425.06;2013-12-01T00:00:00
17448018;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;353;;;50723;682628.96;1019425.31;2013-12-01T00:00:00
17448026;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;354;;;50723;681973.21;1018484.83;2013-12-01T00:00:00
17448034;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;355;;;50723;682657.87;1018385.72;2013-12-01T00:00:00
17448042;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;356;;;50723;682670.40;1018410.58;2013-12-01T00:00:00
17448051;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;357;;;50723;681993.37;1018517.54;2013-12-01T00:00:00
17448077;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;359;;;50723;682450.22;1018320.34;2013-12-01T00:00:00
17448085;573108;Libáň;;;;;81671;Libáň;166073;Na Horách;č.p.;360;;;50723;680913.26;1018317.93;2013-12-01T00:00:00
17448093;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;361;;;50723;681948.38;1018477.49;2013-12-01T00:00:00
17448107;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;362;;;50723;682005.40;1018703.30;2013-12-01T00:00:00
17448115;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;363;;;50723;682631.34;1018440.18;2013-12-01T00:00:00
17448123;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;364;;;50723;681936.98;1018475.09;2013-12-01T00:00:00
17448131;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;365;;;50723;682011.69;1018684.26;2013-12-01T00:00:00
17448140;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;366;;;50723;682062.86;1018643.35;2015-01-07T00:00:00
17448158;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;367;;;50723;682158.33;1018906.88;2013-12-01T00:00:00
17448166;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;368;;;50723;682478.23;1018971.35;2013-12-01T00:00:00
17448174;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;369;;;50723;681908.71;1018464.68;2013-12-01T00:00:00
17448182;573108;Libáň;;;;;81671;Libáň;166081;Na Samotě;č.p.;370;;;50723;683409.18;1017817.80;2013-12-01T00:00:00
17448191;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;371;;;50723;682289.53;1018839.58;2013-12-01T00:00:00
17448204;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;372;;;50723;681918.50;1018467.13;2013-12-01T00:00:00
17448212;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;373;;;50723;681950.93;1018707.65;2013-12-01T00:00:00
17448221;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;374;;;50723;681933.78;1018706.48;2013-12-01T00:00:00
17448239;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;375;;;50723;681924.48;1018706.30;2013-12-01T00:00:00
17448247;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;376;;;50723;681909.78;1018705.76;2013-12-01T00:00:00
17448255;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;377;;;50723;681900.65;1018705.38;2013-12-01T00:00:00
17448263;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;378;;;50723;681885.44;1018704.22;2013-12-01T00:00:00
17448271;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;379;;;50723;681876.81;1018704.15;2013-12-01T00:00:00
17448280;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;380;;;50723;681859.83;1018703.75;2013-12-01T00:00:00
17448298;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;381;;;50723;681958.92;1018632.65;2013-12-01T00:00:00
17448301;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;382;;;50723;682282.20;1018818.09;2013-12-01T00:00:00
17448310;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;383;;;50723;681960.09;1018523.83;2013-12-01T00:00:00
17448328;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;384;;;50723;681745.29;1018577.89;2015-01-07T00:00:00
17448336;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;385;;;50723;682059.13;1018537.11;2013-12-01T00:00:00
17448344;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;386;;;50723;681930.29;1018567.85;2013-12-01T00:00:00
17448352;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;387;;;50723;682277.23;1018877.47;2013-12-01T00:00:00
17448361;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;388;;;50723;681977.87;1018655.95;2013-12-01T00:00:00
17448379;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;389;;;50723;681858.37;1018444.48;2013-12-01T00:00:00
17448387;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;390;;;50723;681995.39;1018766.82;2013-12-01T00:00:00
17448409;573108;Libáň;;;;;81671;Libáň;166073;Na Horách;č.p.;392;;;50723;680792.11;1018333.67;2013-12-01T00:00:00
17448417;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;393;;;50723;682501.69;1019141.51;2013-12-01T00:00:00
17448425;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;394;;;50723;682139.75;1018727.17;2013-12-01T00:00:00
17448433;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;395;;;50723;682376.54;1018829.96;2015-01-07T00:00:00
17448441;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;396;;;50723;681775.86;1018833.98;2013-12-01T00:00:00
17448450;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;397;;;50723;681788.51;1018822.99;2013-12-01T00:00:00
17448468;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;398;;;50723;681802.85;1018811.16;2013-12-01T00:00:00
17448476;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;399;;;50723;681978.88;1018817.77;2013-12-01T00:00:00
17448484;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;400;;;50723;681758.57;1018767.53;2015-01-07T00:00:00
17448492;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;401;;;50723;681952.13;1018617.09;2013-12-01T00:00:00
17448506;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;402;;;50723;681945.02;1018599.49;2013-12-01T00:00:00
17448514;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;403;;;50723;682035.02;1018617.29;2013-12-01T00:00:00
17448522;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;404;;;50723;682039.39;1018604.63;2013-12-01T00:00:00
17448531;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;405;;;50723;682043.03;1018591.85;2013-12-01T00:00:00
17448549;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;406;;;50723;682023.92;1018501.47;2013-12-01T00:00:00
17448557;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;407;;;50723;681938.56;1018583.76;2013-12-01T00:00:00
17448565;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;408;;;50723;681884.58;1018634.40;2013-12-01T00:00:00
17448573;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;409;;;50723;681782.75;1018344.73;2015-01-08T00:00:00
17448581;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;410;;;50723;682482.42;1019061.02;2013-12-01T00:00:00
17448590;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;411;;;50723;681871.14;1018664.34;2013-12-01T00:00:00
17448603;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;412;;;50723;681815.93;1018416.88;2013-12-01T00:00:00
17448611;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;413;;;50723;682263.72;1018850.20;2013-12-01T00:00:00
